City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,whitehorse,60.7161,-135.0538,48.97,66,75,13.8,CA,1696209788
97,greymouth,-42.4667,171.2,52.39,84,96,24.83,NZ,1696209788
98,severo-yeniseyskiy,60.3725,93.0408,26.58,87,100,8.01,RU,1696209788
99,gillette,44.2911,-105.5022,52.72,82,0,5.75,US,1696209788
100,gadzhiyevo,69.2551,33.3362,39.78,93,100,24.92,RU,1696209788
101,aguadulce,8.25,-80.55,76.37,76,100,1.01,PA,1696209788
102,fonte boa,-2.4959,-66.2662,80.47,67,100,0.94,BR,1696209788
103,vernon,50.2581,-119.2691,59.94,62,14,2.3,CA,1696209788
104,kertih,4.5141,103.4483,78.82,94,20,0.0,MY,1696209788
105,albany,42.6001,-73.9662,65.8,89,5,4.36,US,1696209789
106,lazaro cardenas,17.9583,-102.2,83.88,83,26,5.41,MX,1696209789
107,timbuktu,16.7735,-3.0074,98.04,17,100,6.31,ML,1696209789
108,stornoway,58.2093,-6.3865,55.36,82,40,19.57,GB,1696209789
109,talnakh,69.4865,88.3972,9.81,96,86,7.56,RU,1696209789
110,bredasdorp,-34.5322,20.0403,50.0,90,6,3.76,ZA,1696209789
111,georgetown,5.4112,100.3354,84.15,88,20,3.44,MY,1696209708
112,tazacorte,28.629,-17.9293,80.15,35,75,9.22,ES,1696209789
113,vila franca do campo,37.7167,-25.4333,68.41,99,89,8.03,PT,1696209789
114,nemuro,43.3236,145.575,61.34,76,0,8.61,JP,1696209789
115,labuan,5.2767,115.2417,84.56,74,20,3.44,MY,1696209790
116,naze,28.3667,129.4833,77.92,79,28,16.15,JP,1696209790
117,daru,-9.0763,143.2092,81.46,76,77,13.82,PG,1696209790
118,rikaze,29.25,88.8833,54.07,50,78,2.17,CN,1696209790
119,usol'ye,59.4268,56.6808,51.15,76,88,11.23,RU,1696209790
120,lompoc,34.6391,-120.4579,67.01,76,0,14.0,US,1696209790
121,pasan,22.85,82.2,72.54,97,100,6.51,IN,1696209790
122,mount gambier,-37.8333,140.7667,68.56,39,0,11.01,AU,1696209790
123,tabou,4.423,-7.3528,76.51,89,63,8.46,CI,1696209790
124,srikakulam,18.3,83.9,79.88,89,100,7.56,IN,1696209790
125,petropavlovsk-kamchatsky,53.0452,158.6483,41.59,100,100,4.47,RU,1696209790
126,punta arenas,-53.15,-70.9167,33.91,86,20,14.97,CL,1696209790
127,badger,64.8,-147.5333,48.45,64,100,10.36,US,1696209791
128,singkil,-7.9855,111.4161,82.94,56,3,7.4,ID,1696209791
129,pisco,-13.7,-76.2167,65.01,88,0,17.27,PE,1696209791
130,fort st. john,56.2499,-120.8529,49.89,62,75,16.11,CA,1696209791
131,lishui,28.4604,119.9103,73.8,73,24,3.0,CN,1696209659
132,jayapura,-2.5333,140.7,87.19,64,9,3.29,ID,1696209791
133,fort bragg,35.139,-79.006,69.35,88,0,0.0,US,1696209791
134,egilsstadir,65.2653,-14.3948,42.71,93,100,23.02,IS,1696209791
135,lorengau,-2.0226,147.2712,85.96,65,32,3.36,PG,1696209791
136,auxerre,47.8,3.5667,56.62,60,34,4.32,FR,1696209791
137,aras-asan,8.8908,126.3033,81.72,77,100,5.55,PH,1696209791
138,kununurra,-15.7667,128.7333,93.18,46,8,4.61,AU,1696209792
139,xingtai,37.0631,114.4942,67.21,48,100,6.35,CN,1696209792
140,keflavik,64.0049,-22.5624,46.83,76,0,8.05,IS,1696209792
141,hammerfest,70.6634,23.6821,36.05,87,75,9.22,NO,1696209792
142,esens,53.6487,7.6127,63.01,92,100,3.44,DE,1696209792
143,skidel',53.5904,24.2478,46.22,94,0,6.26,BY,1696209792
144,tucumcari,35.1717,-103.725,66.04,94,40,8.05,US,1696209792
145,hamilton,39.1834,-84.5333,72.84,76,0,0.0,US,1696209669
146,lalin,42.7167,-8.1167,64.45,70,46,2.89,ES,1696209792
147,port macquarie,-31.4333,152.9167,75.22,56,8,11.74,AU,1696209609
148,hun,29.1268,15.9477,70.41,65,6,4.76,LY,1696209792
149,lihue,21.9789,-159.3672,87.04,79,40,11.5,US,1696209595
150,puerto ayora,-0.7393,-90.3518,72.55,96,100,1.01,EC,1696209793
151,constitucion,-35.3333,-72.4167,50.0,81,100,5.28,CL,1696209793
152,el calafate,-50.3408,-72.2768,39.36,61,63,3.09,AR,1696209793
153,saint-pierre,-21.3393,55.4781,71.28,60,0,9.22,RE,1696209793
154,adamovka,51.5223,59.9396,51.98,69,11,7.0,RU,1696209793
155,kidal,18.4411,1.4078,90.28,27,52,10.98,ML,1696209793
156,fauske,67.2588,15.3918,42.84,85,57,3.09,NO,1696209793
157,mount isa,-20.7333,139.5,91.17,19,0,10.36,AU,1696209793
158,hawaiian paradise park,19.5933,-154.9731,82.04,76,75,5.75,US,1696209654
159,teluk nibung,3.001,99.8164,78.49,90,86,4.99,ID,1696209793
160,suntar,62.1444,117.6319,37.13,93,100,14.0,RU,1696209793
161,trzebiatow,54.0615,15.2648,52.86,91,100,7.54,PL,1696209794
162,east london,-33.0153,27.9116,58.32,72,5,12.44,ZA,1696209794
163,tolanaro,-25.0319,46.9987,75.27,53,20,11.5,MG,1696209794
164,yesilova,37.5081,29.7547,53.06,91,3,4.97,TR,1696209794
165,sinabang,2.4803,96.3801,80.11,82,100,12.35,ID,1696209794
166,karratha,-20.7377,116.8463,82.15,26,0,19.77,AU,1696209794
167,port mathurin,-19.6833,63.4167,73.49,78,8,15.08,MU,1696209794
168,chamical,-30.36,-66.314,67.84,41,0,9.91,AR,1696209674
169,yuzhno-kurilsk,44.0306,145.8556,57.38,91,14,10.16,RU,1696209794
170,magadan,59.5667,150.8,49.53,80,81,4.0,RU,1696209794
171,boende,-0.2167,20.8667,72.18,95,16,0.94,CD,1696209794
172,iskateley,67.6803,53.1512,51.03,96,87,8.01,RU,1696209795
173,cadale,2.7603,46.3222,78.37,85,14,14.14,SO,1696209795
174,college,64.8569,-147.8028,48.52,62,100,10.36,US,1696209795
175,onega,63.9061,38.1404,45.25,91,100,12.77,RU,1696209795
176,trujillo,-8.116,-79.03,66.16,82,0,10.36,PE,1696209795
177,palmer,42.1584,-72.3287,65.57,84,0,3.44,US,1696209795
178,novovarshavka,54.1721,74.6946,39.87,43,0,2.89,RU,1696209795
179,callao,-12.0667,-77.15,66.49,77,75,16.11,PE,1696209795
180,qaqortoq,60.7167,-46.0333,35.78,80,100,4.18,GL,1696209795
181,enewetak,11.3474,162.3373,84.51,75,82,8.41,MH,1696209678
182,luderitz,-26.6481,15.1594,59.95,76,0,5.37,NA,1696209796
183,sumbe,-11.2061,13.8437,72.37,87,100,7.38,AO,1696209796
184,olonkinbyen,70.9221,-8.7187,31.77,86,100,17.65,SJ,1696209796
185,angaur state,6.906,134.13,82.98,76,89,6.15,PW,1696209796
186,turochak,52.2576,87.1224,38.39,94,0,2.28,RU,1696209796
187,sao jose da coroa grande,-8.8978,-35.1478,73.78,76,0,5.86,BR,1696209796
188,angarsk,52.5367,103.8864,38.12,66,10,3.65,RU,1696209796
189,malvan,16.0667,73.4667,75.38,84,100,6.22,IN,1696209796
190,isafjordur,66.0755,-23.124,41.72,95,100,23.94,IS,1696209796
191,prince george,53.9166,-122.753,47.64,93,100,6.91,CA,1696209634
192,uturoa,-16.7333,-151.4333,78.6,81,11,15.3,PF,1696209797
193,zapolyarnyy,69.4154,30.8136,36.68,78,87,16.04,RU,1696209797
194,arraial do cabo,-22.9661,-42.0278,69.96,96,97,8.23,BR,1696209797
195,anshun,26.25,105.9333,69.22,84,63,10.78,CN,1696209797
196,kismayo,-0.3582,42.5454,77.7,77,3,13.6,SO,1696209797
197,alice springs,-23.7,133.8833,96.35,13,8,21.85,AU,1696209782
198,kapuskasing,49.4169,-82.4331,60.8,88,100,4.61,CA,1696209797
199,darwin,-12.4611,130.8418,85.98,62,75,3.44,AU,1696209575
200,ust-nera,64.5667,143.2,35.22,56,30,5.99,RU,1696209797
201,peno,56.9262,32.7426,46.13,96,26,6.08,RU,1696209797
202,tromso,69.6496,18.957,39.22,81,100,2.3,NO,1696209797
203,mahanoro,-19.9,48.8,72.01,91,43,9.13,MG,1696209798
204,nantucket,41.2835,-70.0995,59.14,94,75,10.36,US,1696209798
205,eforie sud,44.0229,28.6494,61.81,51,72,19.69,RO,1696209798
206,sake,-1.5736,29.045,63.68,83,85,0.81,CD,1696209798
207,caleta de carquin,-11.0925,-77.6267,66.36,86,64,12.53,PE,1696209798
208,homer,59.6425,-151.5483,51.67,82,75,5.99,US,1696209798
209,nouadhibou,20.931,-17.0347,80.58,47,0,17.27,MR,1696209798
210,kenai,60.5544,-151.2583,49.14,82,40,5.75,US,1696209798
211,wladyslawowo,54.7909,18.4009,53.94,91,12,8.68,PL,1696209798
212,lerwick,60.1545,-1.1494,51.8,85,100,15.3,GB,1696209798
213,colesberg,-30.72,25.0972,49.78,42,0,7.07,ZA,1696209799
214,brokopondo,4.75,-55.1667,83.26,56,100,4.43,SR,1696209799
215,kodiak,57.79,-152.4072,53.11,66,0,10.36,US,1696209799
216,ivanivka,46.7208,34.553,59.41,68,100,11.77,UA,1696209799
217,tofol,5.3248,163.0078,87.58,66,40,2.3,FM,1696209799
218,mogocha,53.7333,119.7667,42.75,70,77,1.99,RU,1696209799
219,kavaratti,10.5669,72.642,81.61,80,100,13.29,IN,1696209799
220,tiassale,5.8983,-4.8283,73.44,99,100,2.26,CI,1696209799
221,olinda,-8.0089,-34.8553,78.53,73,20,5.75,BR,1696209800
222,usinsk,65.9939,57.5281,52.07,89,100,15.01,RU,1696209800
223,coyhaique,-45.5752,-72.0662,41.61,75,0,3.44,CL,1696209800
224,bayanhongor,46.7167,100.1167,34.86,81,46,2.71,MN,1696209800
225,porbandar,21.6422,69.6093,77.65,72,91,7.07,IN,1696209801
226,carnarvon,-24.8667,113.6333,69.85,61,34,12.46,AU,1696209801
227,cabo san lucas,22.8909,-109.9124,89.62,73,0,17.27,MX,1696209690
228,kalmunai,7.4167,81.8167,77.76,85,100,13.02,LK,1696209801
229,eyl,7.9803,49.8164,78.42,85,51,10.94,SO,1696209801
230,noyabrsk,63.1994,75.4507,43.23,93,100,13.0,RU,1696209801
231,swift current,50.2834,-107.8014,47.21,93,100,12.66,CA,1696209801
232,san andres,12.5847,-81.7006,86.02,100,20,4.61,CO,1696209801
233,fang,19.9169,99.2145,73.65,99,100,0.31,TH,1696209801
234,geraldton,-28.7667,114.6,66.61,52,100,18.41,AU,1696209801
235,moroto,2.5345,34.6666,70.81,62,47,0.74,UG,1696209801
236,macau,22.2006,113.5461,87.6,79,40,14.97,MO,1696209802
237,namibe,-15.1961,12.1522,65.1,82,12,7.18,AO,1696209802
238,mutum biyu,8.6333,10.7667,74.37,95,99,3.31,NG,1696209802
239,panaba,21.2833,-88.2667,80.08,84,100,8.55,MX,1696209681
240,sao joao da barra,-21.6403,-41.0511,69.73,97,100,13.31,BR,1696209542
241,chimbarongo,-34.7,-71.05,50.88,88,100,3.87,CL,1696209802
242,nova sintra,14.8667,-24.7167,75.15,77,100,6.69,CV,1696209802
243,salinopolis,-0.6136,-47.3561,80.74,79,45,13.49,BR,1696209802
244,cabedelo,-6.9811,-34.8339,75.87,75,6,9.57,BR,1696209802
245,peterhead,57.5058,-1.7981,54.0,76,49,10.04,GB,1696209802
246,puerto deseado,-47.7503,-65.8938,46.58,53,98,7.94,AR,1696209691
247,kikwit,-5.041,18.8162,73.02,91,79,0.96,CD,1696209803
248,labytnangi,66.6572,66.4183,46.06,98,100,8.03,RU,1696209803
249,igrim,63.1906,64.4162,51.03,83,100,10.0,RU,1696209803
250,gisborne,-38.6533,178.0042,71.37,46,0,12.93,NZ,1696209803
251,la passe,45.5549,-0.8967,64.98,63,8,6.96,FR,1696209803
252,aki,33.5,133.9,75.15,55,100,1.39,JP,1696209803
253,shingu,33.7333,135.9833,74.7,47,100,2.28,JP,1696209803
254,silverton,45.0051,-122.7832,69.64,49,31,5.01,US,1696209803
255,hasaki,35.7333,140.8333,75.6,59,100,20.15,JP,1696209803
256,chardara,41.2547,67.9692,59.36,43,100,4.76,KZ,1696209803
257,riyadh,24.6877,46.7219,75.34,21,3,4.25,SA,1696209803
258,papar,5.7333,115.9333,86.0,73,100,5.32,MY,1696209804
259,pechora,65.1472,57.2244,51.85,94,100,8.99,RU,1696209804
260,flin flon,54.7682,-101.865,39.16,92,100,6.26,CA,1696209804
261,fale old settlement,-9.3852,-171.2468,82.26,76,8,10.85,TK,1696209804
262,hami,42.8,93.45,60.37,42,0,8.1,CN,1696209804
263,tutoia,-2.7619,-42.2744,79.2,85,6,15.59,BR,1696209804
264,goz beida,13.95,20.55,80.96,55,97,4.09,TD,1696209804
265,coquimbo,-29.9533,-71.3436,56.93,76,100,5.75,CL,1696209797
266,mesyagutovo,55.5303,58.2528,44.85,81,28,7.49,RU,1696209804
267,roma,43.2128,-75.4557,64.9,84,0,4.61,US,1696209666
268,khandyga,62.6667,135.6,40.59,96,100,3.85,RU,1696209804
269,villa gesell,-37.2639,-56.973,49.05,83,1,10.13,AR,1696209805
270,porto santo stefano,42.4338,11.1237,60.42,56,0,4.65,IT,1696209805
271,albert lea,43.648,-93.3683,80.62,38,0,5.75,US,1696209599
272,svetlyy,54.675,20.1347,57.96,85,14,7.43,RU,1696209805
273,fukuecho,32.6881,128.8419,77.36,47,75,13.8,JP,1696209805
274,zhanaozen,43.3,52.8,60.55,32,0,10.25,KZ,1696209805
275,saratovskaya,44.7103,39.2244,62.17,87,100,3.0,RU,1696209805
276,jindabyne,-36.4167,148.6333,76.84,18,9,7.7,AU,1696209805
277,yongchuan,29.3514,105.8947,68.34,95,100,2.37,CN,1696209805
278,bima,-8.4667,118.7167,87.94,49,72,4.56,ID,1696209805
279,minjur,13.2667,80.2667,82.42,70,100,14.29,IN,1696209805
280,shiyan,32.6475,110.7781,57.7,96,100,0.6,CN,1696209806
281,sharypovo,55.5403,89.2008,32.25,82,98,4.0,RU,1696209806
282,miranda,3.2499,-76.2281,71.73,89,100,4.99,CO,1696209806
283,sferracavallo,42.726,12.0956,69.37,62,0,4.5,IT,1696209806
284,uvira,-3.4067,29.1458,77.14,66,97,4.03,CD,1696209806
285,south grafton,-29.7,152.95,89.47,21,2,5.35,AU,1696209806
286,coin,36.6595,-4.7564,68.4,63,0,2.04,ES,1696209806
287,guiberoua,6.2392,-6.1727,72.16,99,100,3.47,CI,1696209806
288,tazovsky,67.4667,78.7,32.67,96,100,16.75,RU,1696209806
289,taseyevo,57.2169,94.8978,34.34,68,99,5.99,RU,1696209806
290,puerto baquerizo moreno,-0.9,-89.6,72.72,89,99,9.73,EC,1696209807
291,christchurch,-43.5333,172.6333,68.2,28,0,27.63,NZ,1696209614
292,talakan,50.3167,130.3667,50.68,76,47,6.64,RU,1696209807
293,coruripe,-10.1256,-36.1756,71.73,78,5,7.67,BR,1696209807
294,naberera,-4.2,36.9333,59.9,87,20,6.24,TZ,1696209807
295,kolonia town,6.964,158.206,87.91,74,100,10.36,FM,1696209807
296,brandon,27.9378,-82.2859,80.51,86,40,10.36,US,1696209807
297,celestun,20.8667,-90.4,83.8,78,89,12.19,MX,1696209807
298,keren,15.7778,38.4581,70.47,38,0,6.44,ER,1696209807
299,musan-up,42.2261,129.2078,58.87,41,7,9.01,KP,1696209807
300,ocos,14.5094,-92.1933,77.18,72,75,3.51,GT,1696209808
301,tarauaca,-8.1614,-70.7656,73.38,98,100,3.29,BR,1696209808
302,papao,-17.75,-149.55,83.88,83,7,14.83,PF,1696209808
303,mugia,43.1041,-9.2179,61.92,77,76,9.13,ES,1696209808
304,yanchep,-31.55,115.6833,61.61,61,100,20.98,AU,1696209808
305,klaksvik,62.2266,-6.589,50.92,86,91,22.01,FO,1696209808
306,sitka,57.0531,-135.33,53.49,82,100,14.97,US,1696209808
307,pemangkat,1.1667,108.9667,79.56,77,100,5.21,ID,1696209808
308,arkalyk,50.2486,66.9114,51.62,65,100,11.56,KZ,1696209809
